Level,Date and Time,Source,Event ID,Task Category
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,1/27/2024 3:08:03 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,1/27/2024 3:08:03 PM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,1/27/2024 3:08:03 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/27/2024 3:08:03 PM,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,1/27/2024 3:08:03 PM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/27/2024 3:08:03 PM,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,1/27/2024 3:08:03 PM,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 608 started with status STATUS_SUCCESS.
Information,1/27/2024 3:08:03 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/27/2024 3:08:03 PM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Warning,1/27/2024 3:08:02 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&1564e45f&0&0000.
Information,1/27/2024 3:08:02 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/27/2024 3:08:02 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&281e9504&0&0000.
Information,1/27/2024 3:08:02 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/27/2024 3:07:58 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&21c1c6a0&0&0.
Information,1/27/2024 3:07:58 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/27/2024 3:07:57 PM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,1/27/2024 3:07:57 PM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,1/27/2024 3:07:57 PM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is -480.
Information,1/27/2024 3:07:57 PM,Netwtw10,7023,None,7023 - secure boot debug logging Quasar
Information,1/27/2024 3:07:57 PM,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Information,1/27/2024 3:07:57 PM,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,1/27/2024 3:07:57 PM,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,1/27/2024 3:07:57 PM,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,1/27/2024 3:07:57 PM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,1/27/2024 3:07:57 PM,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,1/27/2024 3:07:56 PM,Netwtw10,7036,None,The \Device\NDMP1 service entered the Intel(R) Wireless-AC 9560 160MHz state.
Information,1/27/2024 3:07:56 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 3:07:56 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 3:07:56 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 3:07:56 PM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 15
Minimum throttle percentage: 3"
Information,1/27/2024 3:07:56 PM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{1c4cae2d-03f0-4a1e-9ce9-e80c3ca1b69f} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Warning,1/27/2024 3:07:55 PM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_1F611043&REV_0C\3&11583659&1&20.
Information,1/27/2024 3:07:55 PM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/27/2024 3:07:54 PM,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 344K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 0K             
_HOT = 372K             
minimum throttle = 0             
_CR3 = 0K"
Information,1/27/2024 3:07:54 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎20T00:12:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswMonFlt' (10.0, ‎2023‎-‎12‎-‎05T20:26:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T10:58:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (10.0, ‎2023‎-‎12‎-‎05T20:26:33.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (10.0, ‎2023‎-‎12‎-‎05T20:27:14.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:52 PM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,1/27/2024 3:07:52 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T19:20:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:52 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T06:03:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 3:07:51 PM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-IsolatedUserMode,3,None,"Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode."
Warning,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,156,None,"Hypervisor configured mitigations for CVE-2018-3646 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports cache flush: true
HyperThreading enabled: true
Parent hypervisor applies mitigations: false
Mitigations disabled by bcdedit: false
Mitigations enabled: true
Cache flush needed: false
"
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,129,None,"Hypervisor initialized I/O remapping.

Hardware present: true
Hardware enabled: true
Policy: 0x0
Enabled features: 0x43
Internal information: 0x0
Problems: 0x0
Additional information: 0x0"
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,2,None,Hypervisor scheduler type is 0x4.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Hyper-V-Hypervisor,1,None,Hypervisor successfully started.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,238,(101),EFI time zone bias: 2047. Daylight flags: 0. Firmware time: ‎2024‎-‎01‎-‎27T15:07:49.000000000Z.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-Boot,153,(62),"Virtualization-based security (policies: VBS Enabled,VSM Required,Hvci,Boot Chain Signer Soft Enforced) is enabled due to VBS registry configuration."
Information,1/27/2024 3:07:50 PM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2024‎-‎01‎-‎27T07:07:50.500000000Z.
Information,1/27/2024 1:10:56 AM,Application Popup,26,None,"Application popup: GameManagerService3.exe - Application Error : The exception unknown software exception (0xe0434352) occurred in the application at location 0x0000000075A99392.
"
Information,1/27/2024 1:10:56 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2024‎-‎01‎-‎26T17:10:56.489436100Z.
Information,1/27/2024 1:10:56 AM,Microsoft-Windows-Kernel-Power,577,(280),The system has prepared for a system initiated reboot from Active.
Information,1/27/2024 1:10:56 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Action: Power Action Shutdown Off 
Event Code: 0x0 
Reason: Kernel API"
Information,1/27/2024 1:10:53 AM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,1/27/2024 1:10:53 AM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/27/2024 1:10:52 AM,Microsoft-Windows-HttpService,117,HTTP Configuration Property Trace Task,"Delete URL group 0xFC00000220000001. Status 0x0. Process Id 0x35C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/27/2024 1:10:52 AM,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://*:5357/0d226490-24bf-433e-8ff4-87fc33a4bbf2/) from URL group (0xFC00000220000001). Process Id 0x35C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-DHCPv6-Client,51057,Service State Event,DHCPv6 client service stop is almost done.DHCP Context Ref count is 1
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,1/27/2024 3:08:05 PM,EventLog,6013,None,The system uptime is 15 seconds.
Information,1/27/2024 3:08:05 PM,EventLog,6005,None,The Event log service was started.
Information,1/27/2024 3:08:05 PM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 22621  Multiprocessor Free.
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-HttpService,117,HTTP Configuration Property Trace Task,"Delete URL group 0xFF00000120000001. Status 0x0. Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 1:10:51 AM,Microsoft-Windows-HttpService,114,HTTP Configuration Property Trace Task,"Removed URL (http://127.0.0.1:28390:127.0.0.1/) from URL group (0xFF00000120000001). Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 1:10:51 AM,EventLog,6006,None,The Event log service was stopped.
Information,1/27/2024 1:10:42 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,1/27/2024 1:10:40 AM,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,1/27/2024 1:10:40 AM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,1/27/2024 1:10:37 AM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (DESKTOP-OKFHDDF) has initiated the power off of computer DESKTOP-OKFHDDF on behalf of user DESKTOP-OKFHDDF\zheri for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Information,1/27/2024 1:10:34 AM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/27/2024 1:10:34 AM,Microsoft-Windows-IsolatedUserMode,2,None,Secure Trustlet Id 0 and Pid 0 stopped with status STATUS_SUCCESS.
Information,1/27/2024 1:08:01 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Warning,1/27/2024 1:03:02 AM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-OKFHDDF\zheri SID (S-1-5-21-1261234079-646169012-1463220547-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,1/27/2024 1:02:55 AM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/27/2024 1:01:41 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Program Files (x86)\Razer\Razer Cortex\RazerCortex.exe (process ID:16080) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/27/2024 1:01:36 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Program Files\Avast Software\Avast\aswToolsSvc.exe (process ID:4364) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/27/2024 12:57:17 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/27/2024 12:39:57 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,1/27/2024 12:38:15 AM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information,1/27/2024 12:37:55 AM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:5357/0d226490-24bf-433e-8ff4-87fc33a4bbf2/) to URL group (0xFC00000220000001). Status: 0x0. Process Id 0x35C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/27/2024 12:37:55 AM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFC00000220000001. Status 0x0. Process Id 0x35C0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/27/2024 12:37:53 AM,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,1/27/2024 12:37:52 AM,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,1/27/2024 12:37:50 AM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28385:127.0.0.1/intel/) to URL group (0xFE00000220000001). Status: 0x0. Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 12:37:50 AM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000220000001. Status 0x0. Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 12:37:50 AM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28390:127.0.0.1/) to URL group (0xFF00000120000001). Status: 0x0. Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 12:37:50 AM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFF00000120000001. Status 0x0. Process Id 0x4DC Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/27/2024 12:37:49 AM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,1/27/2024 12:37:49 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Error,1/27/2024 12:37:48 AM,Service Control Manager,7034,None,The GameInput Service service terminated unexpectedly.  It has done this 6 time(s).
Error,1/27/2024 12:37:48 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/27/2024 12:37:47 AM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 5 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/27/2024 12:37:47 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/27/2024 12:37:46 AM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 4 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/27/2024 12:37:46 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/27/2024 12:37:46 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'gameflt' (10.0, ‎2010‎-‎06‎-‎15T11:47:08.000000000Z) has successfully loaded and registered with Filter Manager."
Error,1/27/2024 12:37:45 AM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 3 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/27/2024 12:37:45 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/27/2024 12:37:44 AM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 2 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/27/2024 12:37:44 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/27/2024 12:37:42 AM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/27/2024 12:37:42 AM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/27/2024 12:37:42 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:6252) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/27/2024 12:37:42 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:6252) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/27/2024 12:37:21 AM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/27/2024 12:37:17 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/27/2024 12:37:16 AM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
